galaxy	team_release_kin	point_index	outer_fold	source_cell	radius_kpc	radius_over_screen	local_hi_surface_density	enclosed_baryonic_mass_msun	enclosed_fraction	enclosed_log_slope	gbar_m_s2	u	vbar_km_s	h_equipartition	h_quasilocal	h_wedge	h_flow	total_baryonic_mass_msun	gas_fraction	effective_to_screen_ratio	axis_ratio	distance_mpc	inclination_degrees
WALLABY J130739+062006	NGC 4808 Kin TR1	2	0	mass3|screen_ratio0	1.862925223743e+01	4.543367963275e-01	3.650000000001e+00	3.785891371902e+10	7.809441508236e-01	2.991210236350e-01	1.520504977443e-11	1.267087481202e-01	9.349037616723e+01	5.818735732228e-01	2.643992488099e-01	7.667810474819e-01	7.397953212898e-01	4.847838821648e+10	3.772587070522e-01	4.702212249335e-02	8.090439108960e-01	1.021685483457e+02	4.420000000000e+01
WALLABY J130739+062006	NGC 4808 Kin TR1	3	0	mass3|screen_ratio0	2.608887836600e+01	6.362647982603e-01	3.200000000000e+00	4.266388924874e+10	8.800599776178e-01	3.556462621273e-01	8.736956449817e-12	7.280797041514e-02	8.386544622094e+01	3.698573591562e-01	1.607803178024e-01	6.335246979087e-01	6.980478199588e-01	4.847838821648e+10	3.772587070522e-01	4.702212249335e-02	8.090439108960e-01	1.021685483457e+02	4.420000000000e+01
WALLABY J130739+062006	NGC 4808 Kin TR1	4	0	mass3|screen_ratio0	3.354355122358e+01	8.180719980670e-01	2.070000000002e+00	4.666055265414e+10	9.625021451986e-01	2.640319542179e-01	5.780193054728e-12	4.816827545607e-02	7.734833402546e+01	1.797220410191e-01	8.111436846245e-02	3.780495641878e-01	7.667595161576e-01	4.847838821648e+10	3.772587070522e-01	4.702212249335e-02	8.090439108960e-01	1.021685483457e+02	4.420000000000e+01
WALLABY J130739+062006	NGC 4808 Kin TR1	5	0	mass3|screen_ratio0	4.100317735215e+01	9.999999999998e-01	7.700000000013e-01	4.847838821648e+10	1.000000000000e+00	1.903289138593e-01	4.019052621373e-12	3.349210517811e-02	7.130925097148e+01	1.623146062002e-13	6.983302824888e-14	4.267043192171e-07	8.262097416918e-01	4.847838821648e+10	3.772587070522e-01	4.702212249335e-02	8.090439108960e-01	1.021685483457e+02	4.420000000000e+01
WALLABY J130854-163609	NGC5044 Kin TR3	0	2	mass0|screen_ratio0	1.343432296634e+00	6.680324218403e-02	9.330000000000e+00	4.451048781632e+08	1.500289920206e-01	6.781382939612e-01	3.437489087718e-11	2.864574239765e-01	3.774885899157e+01	9.422276514222e-01	3.838255420917e-01	3.460701066011e-01	4.935748497450e-01	2.966792432372e+09	7.925555775979e-01	5.730776699028e-02	5.521511090485e-01	3.694704031618e+01	7.650000000000e+01
WALLABY J130854-163609	NGC5044 Kin TR3	1	2	mass0|screen_ratio0	4.024923160716e+00	2.001425135834e-01	8.830000000000e+00	9.367497877642e+08	3.157449700703e-01	6.710627045474e-01	8.059701536597e-12	6.716417947164e-02	3.163832982685e+01	7.748352948261e-01	2.240846311451e-01	6.930651566256e-01	4.975312983816e-01	2.966792432372e+09	7.925555775979e-01	5.730776699028e-02	5.521511090485e-01	3.694704031618e+01	7.650000000000e+01
WALLABY J130854-163609	NGC5044 Kin TR3	2	2	mass0|screen_ratio0	6.704622781736e+00	3.333927139931e-01	7.930000000000e+00	1.317082891197e+09	4.439417051309e-01	7.728199249295e-01	4.083898644357e-12	3.403248870297e-02	2.906698084031e+01	5.995236095200e-01	1.422154846331e-01	8.606034852951e-01	4.425747463933e-01	2.966792432372e+09	7.925555775979e-01	5.730776699028e-02	5.521511090485e-01	3.694704031618e+01	7.650000000000e+01
WALLABY J130854-163609	NGC5044 Kin TR3	3	2	mass0|screen_ratio0	9.386113645818e+00	4.667319853924e-01	6.620000000000e+00	1.748438283287e+09	5.893362353932e-01	8.629339246826e-01	2.766236032732e-12	2.305196693943e-02	2.830497618427e+01	4.602440582046e-01	1.160950093825e-01	9.165745092277e-01	3.971681167749e-01	2.966792432372e+09	7.925555775979e-01	5.730776699028e-02	5.521511090485e-01	3.694704031618e+01	7.650000000000e+01
WALLABY J130854-163609	NGC5044 Kin TR3	4	2	mass0|screen_ratio0	1.206760450990e+01	6.000712567918e-01	5.160000000000e+00	2.180353721224e+09	7.349195371517e-01	8.078802265972e-01	2.086869835665e-12	1.739058196388e-02	2.787619461022e+01	3.423125982788e-01	1.010106443967e-01	8.547337177877e-01	4.245621882693e-01	2.966792432372e+09	7.925555775979e-01	5.730776699028e-02	5.521511090485e-01	3.694704031618e+01	7.650000000000e+01
WALLABY J130854-163609	NGC5044 Kin TR3	5	2	mass0|screen_ratio0	1.474909537398e+01	7.334105281911e-01	3.469999999999e+00	2.535211721274e+09	8.545295227301e-01	6.800409612643e-01	1.624403848509e-12	1.353669873758e-02	2.718973466394e+01	2.274015026702e-01	7.627428659457e-02	6.967598210657e-01	4.925145017607e-01	2.966792432372e+09	7.925555775979e-01	5.730776699028e-02	5.521511090485e-01	3.694704031618e+01	7.650000000000e+01
WALLABY J130854-163609	NGC5044 Kin TR3	6	2	mass0|screen_ratio0	1.742879499500e+01	8.666607286008e-01	2.289999999999e+00	2.811961078628e+09	9.478118684492e-01	4.881134092194e-01	1.290283446493e-12	1.075236205411e-02	2.634216806113e+01	1.157864388567e-01	4.472436783024e-02	4.436761717173e-01	6.076437614049e-01	2.966792432372e+09	7.925555775979e-01	5.730776699028e-02	5.521511090485e-01	3.694704031618e+01	7.650000000000e+01
WALLABY J130947-101916	NGC5044 Kin TR3	0	2	mass1|screen_ratio1	6.264710243625e-01	6.673785371062e-02	4.070000000000e+00	1.656928699603e+08	3.171999213520e-02	1.602913435990e+00	5.884538200704e-11	4.903781833920e-01	3.372732986767e+01	7.537485853631e-01	3.556634951189e-01	1.697678390553e-01	1.102126296024e-01	5.223610058100e+09	1.811268149220e-01	3.635632229934e-01	8.161384462937e-01	1.722918992794e+01	4.840000000000e+01
WALLABY J130947-101916	NGC5044 Kin TR3	1	2	mass1|screen_ratio1	1.877742483689e+00	2.000355935220e-01	3.790000000000e+00	1.097951527270e+09	2.101901778767e-01	1.393077183992e+00	4.340318962668e-11	3.616932468890e-01	5.014805711909e+01	6.801476230724e-01	2.475364802184e-02	6.074170487248e-01	1.788709136567e-01	5.223610058100e+09	1.811268149220e-01	3.635632229934e-01	8.161384462937e-01	1.722918992794e+01	4.840000000000e+01
WALLABY J130947-101916	NGC5044 Kin TR3	2	2	mass1|screen_ratio1	3.129849237715e+00	3.334223171383e-01	3.260000000000e+00	2.128231834908e+09	4.074254799338e-01	1.143364488704e+00	3.028186660063e-11	2.523488883386e-01	5.407895648426e+01	5.712637259288e-01	9.988983309116e-02	8.511090022312e-01	2.725218517846e-01	5.223610058100e+09	1.811268149220e-01	3.635632229934e-01	8.161384462937e-01	1.722918992794e+01	4.840000000000e+01
WALLABY J130947-101916	NGC5044 Kin TR3	3	2	mass1|screen_ratio1	4.381120697042e+00	4.667200569496e-01	3.220000000000e+00	3.022745972290e+09	5.786699119323e-01	9.384241146031e-01	2.195036564241e-11	1.829197136868e-01	5.447393660187e+01	4.530363117654e-01	1.070890847579e-01	9.199573229010e-01	3.612738815070e-01	5.223610058100e+09	1.811268149220e-01	3.635632229934e-01	8.161384462937e-01	1.722918992794e+01	4.840000000000e+01
WALLABY J130947-101916	NGC5044 Kin TR3	4	2	mass1|screen_ratio1	5.632392156368e+00	6.000177967610e-01	3.400000000000e+00	3.751847678450e+09	7.182480385632e-01	7.755964796975e-01	1.648427957682e-11	1.373689964735e-01	5.352500307815e+01	3.322237316541e-01	8.968619123254e-02	8.711399734534e-01	4.411316735909e-01	5.223610058100e+09	1.811268149220e-01	3.635632229934e-01	8.161384462937e-01	1.722918992794e+01	4.840000000000e+01
WALLABY J130947-101916	NGC5044 Kin TR3	5	2	mass1|screen_ratio1	6.884498910394e+00	7.334045203773e-01	3.140000000000e+00	4.324888076146e+09	8.279500246079e-01	6.218757959586e-01	1.271864206491e-11	1.059886838743e-01	5.197946593910e+01	2.123744270250e-01	6.055351395636e-02	7.458667151496e-01	5.256252817793e-01	5.223610058100e+09	1.811268149220e-01	3.635632229934e-01	8.161384462937e-01	1.722918992794e+01	4.840000000000e+01
WALLABY J130947-101916	NGC5044 Kin TR3	6	2	mass1|screen_ratio1	8.135770369721e+00	8.667022601886e-01	2.320000000000e+00	4.741068898931e+09	9.076230511463e-01	4.433827979053e-01	9.983652262278e-12	8.319710218565e-02	5.006328423284e+01	9.431554973139e-02	2.306273302663e-02	5.776362874414e-01	6.370746341624e-01	5.223610058100e+09	1.811268149220e-01	3.635632229934e-01	8.161384462937e-01	1.722918992794e+01	4.840000000000e+01
WALLABY J131035-214450	NGC5044 Kin TR3	0	1	mass1|screen_ratio1	1.532967022973e+00	9.108574204516e-02	1.801000000000e+01	7.621651032665e+08	6.699345021637e-02	1.373549512495e+00	4.520578121346e-11	3.767148434455e-01	4.624221922137e+01	7.796093636912e-01	1.524064709852e-01	2.766207979770e-01	1.856947660570e-01	1.137671072030e+10	5.681705561866e-01	3.393373572989e-01	6.524351790853e-01	4.215961946357e+01	6.540000000000e+01
WALLABY J131035-214450	NGC5044 Kin TR3	1	1	mass1|screen_ratio1	4.592769200828e+00	2.728928831673e-01	1.739000000000e+01	3.440351603012e+09	3.024030132781e-01	1.266875809589e+00	2.273338621733e-11	1.894448851444e-01	5.676029559044e+01	6.047983316161e-01	5.129556858154e-02	7.539795956378e-01	2.244114050062e-01	1.137671072030e+10	5.681705561866e-01	3.393373572989e-01	6.524351790853e-01	4.215961946357e+01	6.540000000000e+01
WALLABY J131035-214450	NGC5044 Kin TR3	2	1	mass1|screen_ratio1	7.650527422652e+00	4.545785766334e-01	1.527000000000e+01	6.402794866133e+09	5.627984242148e-01	1.051869998233e+00	1.524745566584e-11	1.270621305487e-01	5.999563445011e+01	4.628777975687e-01	1.063714311324e-01	9.196966029368e-01	3.106718183659e-01	1.137671072030e+10	5.681705561866e-01	3.393373572989e-01	6.524351790853e-01	4.215961946357e+01	6.540000000000e+01
WALLABY J131035-214450	NGC5044 Kin TR3	3	1	mass1|screen_ratio1	1.071032960051e+01	6.363857177555e-01	1.042000000001e+01	8.792795969127e+09	7.728768169729e-01	7.634209301777e-01	1.068395050061e-11	8.903292083843e-02	5.942136503599e+01	3.123367048648e-01	9.685285449218e-02	8.169968769133e-01	4.474812564086e-01	1.137671072030e+10	5.681705561866e-01	3.393373572989e-01	6.524351790853e-01	4.215961946357e+01	6.540000000000e+01
WALLABY J131035-214450	NGC5044 Kin TR3	4	1	mass1|screen_ratio1	1.377013177836e+01	8.181928588776e-01	5.459999999999e+00	1.029956316866e+10	9.053199489619e-01	5.039579798973e-01	7.570998432563e-12	6.309165360469e-02	5.671799878265e+01	1.497882020410e-01	5.055204097580e-02	5.826103194726e-01	5.974708969212e-01	1.137671072030e+10	5.681705561866e-01	3.393373572989e-01	6.524351790853e-01	4.215961946357e+01	6.540000000000e+01
WALLABY J131035-214450	NGC5044 Kin TR3	5	1	mass1|screen_ratio1	1.682993395622e+01	9.999999999998e-01	2.700000000003e+00	1.116877967176e+10	9.817230960997e-01	4.037775495734e-01	5.496059728127e-12	4.580049773439e-02	5.342471331446e+01	9.222733456474e-03	9.222733456588e-03	2.679019125288e-01	6.640474908792e-01	1.137671072030e+10	5.681705561866e-01	3.393373572989e-01	6.524351790853e-01	4.215961946357e+01	6.540000000000e+01
WALLABY J131706-161516	NGC5044 Kin TR3	0	3	mass1|screen_ratio1	1.369087739980e+00	7.708119218909e-02	1.400000000000e+01	3.849070645504e+08	4.272080136384e-02	1.460228240569e+00	2.862225607486e-11	2.385188006239e-01	3.477305478437e+01	7.558064958266e-01	2.868098418583e-01	2.085089814592e-01	1.559931085187e-01	9.009827818358e+09	3.967407754801e-01	2.982121993833e-01	1.467456535861e-01	3.765261565629e+01	7.710000000000e+01
WALLABY J131706-161516	NGC5044 Kin TR3	1	3	mass1|screen_ratio1	4.101786868979e+00	2.309352517985e-01	1.449000000000e+01	2.579164303389e+09	2.862612200128e-01	1.257225097458e+00	2.136699124426e-11	1.780582603688e-01	5.200361134235e+01	6.859110829724e-01	1.069728260530e-01	7.058636282387e-01	2.280391684079e-01	9.009827818358e+09	3.967407754801e-01	2.982121993833e-01	1.467456535861e-01	3.765261565629e+01	7.710000000000e+01
WALLABY J131706-161516	NGC5044 Kin TR3	2	3	mass1|screen_ratio1	6.832660547658e+00	3.846865364850e-01	1.367000000000e+01	4.668517330699e+09	5.181583294174e-01	1.017310195287e+00	1.393830066929e-11	1.161525055774e-01	5.420946354076e+01	5.556991816971e-01	1.478346922856e-01	8.952522787172e-01	3.256840500679e-01	9.009827818358e+09	3.967407754801e-01	2.982121993833e-01	1.467456535861e-01	3.765261565629e+01	7.710000000000e+01
WALLABY J131706-161516	NGC5044 Kin TR3	3	3	mass1|screen_ratio1	9.565359676658e+00	5.385405960944e-01	1.161000000000e+01	6.365063456200e+09	7.064578352131e-01	8.010416069299e-01	9.696403312154e-12	8.080336093462e-02	5.349722571318e+01	4.179012823595e-01	1.348734543723e-01	8.688376335734e-01	4.280401940847e-01	9.009827818358e+09	3.967407754801e-01	2.982121993833e-01	1.467456535861e-01	3.765261565629e+01	7.710000000000e+01
WALLABY J131706-161516	NGC5044 Kin TR3	4	3	mass1|screen_ratio1	1.229805880566e+01	6.923946557038e-01	8.430000000003e+00	7.610536624363e+09	8.446927930028e-01	5.967676205991e-01	7.013788943070e-12	5.844824119225e-02	5.159051958769e+01	2.758715838223e-01	9.908228541391e-02	7.123286281499e-01	5.403765698051e-01	9.009827818358e+09	3.967407754801e-01	2.982121993833e-01	1.467456535861e-01	3.765261565629e+01	7.710000000000e+01
WALLABY J131706-161516	NGC5044 Kin TR3	5	3	mass1|screen_ratio1	1.503075793466e+01	8.462487153133e-01	5.110000000004e+00	8.422873858056e+09	9.348540313827e-01	4.024039355385e-01	5.196477831404e-12	4.330398192837e-02	4.909307691329e+01	1.324762847712e-01	4.974744788517e-02	4.918520341803e-01	6.649989374508e-01	9.009827818358e+09	3.967407754801e-01	2.982121993833e-01	1.467456535861e-01	3.765261565629e+01	7.710000000000e+01
WALLABY J131706-161516	NGC5044 Kin TR3	6	3	mass1|screen_ratio1	1.776163161334e+01	9.999999999998e-01	2.560000000004e+00	8.880166061010e+09	9.856088529146e-01	3.166919209254e-01	3.923430051499e-12	3.269525042916e-02	4.637134137987e+01	7.247725081288e-03	7.247725081405e-03	2.381935513060e-01	7.265998831651e-01	9.009827818358e+09	3.967407754801e-01	2.982121993833e-01	1.467456535861e-01	3.765261565629e+01	7.710000000000e+01
WALLABY J132017-144841	NGC5044 Kin TR3	0	4	mass1|screen_ratio0	1.510376781733e+00	7.700205338809e-02	7.390000000000e+00	2.433316456840e+09	2.393221915385e-01	9.854698143322e-01	1.486752013275e-10	1.238960011063e+00	8.324098117166e+01	9.516470558693e-01	5.131447897332e-01	4.397303810532e-01	3.398226238286e-01	1.016753373850e+10	1.868312989635e-01	1.236999691992e-01	5.176043585113e-01	4.153834323257e+01	7.350000000000e+01
WALLABY J132017-144841	NGC5044 Kin TR3	1	4	mass1|screen_ratio0	4.527102673781e+00	2.308008213552e-01	6.290000000000e+00	7.178051800997e+09	7.059776722269e-01	5.811588139755e-01	4.881760208014e-11	4.068133506678e-01	8.257976949693e+01	8.596792854167e-01	5.072456873498e-01	7.113388487287e-01	5.496915487500e-01	1.016753373850e+10	1.868312989635e-01	1.236999691992e-01	5.176043585113e-01	4.153834323257e+01	7.350000000000e+01
WALLABY J132017-144841	NGC5044 Kin TR3	2	4	mass1|screen_ratio0	7.545842401538e+00	3.847022587269e-01	5.000000000000e+00	8.774125818596e+09	8.629551712594e-01	2.816780899317e-01	2.147825233435e-11	1.789854361196e-01	7.071777826614e+01	7.072146365206e-01	3.833206944775e-01	6.161570228416e-01	7.530956788558e-01	1.016753373850e+10	1.868312989635e-01	1.236999691992e-01	5.176043585113e-01	4.153834323257e+01	7.350000000000e+01
WALLABY J132017-144841	NGC5044 Kin TR3	3	4	mass1|screen_ratio0	1.056256829359e+01	5.385010266940e-01	3.780000000002e+00	9.411195935850e+09	9.256124619691e-01	1.784714928361e-01	1.175753550674e-11	9.797946255620e-02	6.190392512213e+01	5.228951078578e-01	2.643998831186e-01	5.006337891096e-01	8.361498018924e-01	1.016753373850e+10	1.868312989635e-01	1.236999691992e-01	5.176043585113e-01	4.153834323257e+01	7.350000000000e+01
WALLABY J132017-144841	NGC5044 Kin TR3	4	4	mass1|screen_ratio0	1.357929418563e+01	6.922997946612e-01	2.449999999999e+00	9.787622758345e+09	9.626348935809e-01	1.401547712709e-01	7.398324421243e-12	6.165270351036e-02	5.567760644786e+01	3.352182735306e-01	1.633509170122e-01	3.729870063706e-01	8.690237050584e-01	1.016753373850e+10	1.868312989635e-01	1.236999691992e-01	5.176043585113e-01	4.153834323257e+01	7.350000000000e+01
WALLABY J132017-144841	NGC5044 Kin TR3	5	4	mass1|screen_ratio0	1.659803391339e+01	8.462012320328e-01	1.470000000000e+00	1.004117817240e+10	9.875726435383e-01	9.868633253700e-02	5.080213002363e-12	4.233510835302e-02	5.100873546521e+01	1.593751289562e-01	7.709315384446e-02	2.207962458684e-01	9.059541857137e-01	1.016753373850e+10	1.868312989635e-01	1.236999691992e-01	5.176043585113e-01	4.153834323257e+01	7.350000000000e+01
WALLABY J132017-144841	NGC5044 Kin TR3	6	4	mass1|screen_ratio0	1.961475980544e+01	1.000000000000e+00	6.300000000001e-01	1.016737904585e+10	9.999847856267e-01	7.479132090877e-02	3.683439742267e-12	3.069533118555e-02	4.721647427730e+01	7.607244475754e-06	7.607244487689e-06	7.801061923262e-03	9.279047293523e-01	1.016753373850e+10	1.868312989635e-01	1.236999691992e-01	5.176043585113e-01	4.153834323257e+01	7.350000000000e+01
WALLABY J132148-131222	NGC5044 Kin TR3	0	3	mass1|screen_ratio1	1.506987655161e+00	7.700205338810e-02	9.690000000000e+00	7.518400269245e+08	5.015883907788e-02	1.457810142350e+00	4.614414436189e-11	3.845345363491e-01	4.632211907855e+01	7.885715372790e-01	2.110964604733e-01	2.249540643562e-01	1.568015117455e-01	1.498918317781e+10	4.558515645023e-01	3.442521868584e-01	6.246958900673e-01	4.144513556115e+01	5.000000000000e+01
WALLABY J132148-131222	NGC5044 Kin TR3	1	3	mass1|screen_ratio1	4.516944331737e+00	2.308008213553e-01	9.530000000000e+00	3.724900058768e+09	2.485058735077e-01	1.336909738062e+00	2.544694739527e-11	2.120578949606e-01	5.955462409185e+01	6.469618882371e-01	3.693887930672e-02	6.747175600732e-01	1.987138742096e-01	1.498918317781e+10	4.558515645023e-01	3.442521868584e-01	6.246958900673e-01	4.144513556115e+01	5.000000000000e+01
WALLABY J132148-131222	NGC5044 Kin TR3	2	3	mass1|screen_ratio1	7.528910325186e+00	3.847022587269e-01	9.030000000000e+00	7.165924790082e+09	4.780730680970e-01	1.155029257482e+00	1.762051268588e-11	1.468376057157e-01	6.398093832916e+01	5.272219117630e-01	1.082214644614e-01	8.949895240465e-01	2.678170861693e-01	1.498918317781e+10	4.558515645023e-01	3.442521868584e-01	6.246958900673e-01	4.144513556115e+01	5.000000000000e+01
WALLABY J132148-131222	NGC5044 Kin TR3	3	3	mass1|screen_ratio1	1.053886700176e+01	5.385010266941e-01	7.589999999998e+00	1.027781434812e+10	6.856820832863e-01	9.268065205957e-01	1.289803242774e-11	1.074836035645e-01	6.476404513474e+01	4.055680479221e-01	1.202279752042e-01	8.857301704455e-01	3.666772886598e-01	1.498918317781e+10	4.558515645023e-01	3.442521868584e-01	6.246958900673e-01	4.144513556115e+01	5.000000000000e+01
WALLABY J132148-131222	NGC5044 Kin TR3	4	3	mass1|screen_ratio1	1.354882367834e+01	6.922997946613e-01	5.070000000002e+00	1.262294531116e+10	8.421369704685e-01	6.486430078426e-01	9.584469114603e-12	7.987057595502e-02	6.330093125684e+01	2.745978339354e-01	9.764962572082e-02	7.170697044199e-01	5.102072979090e-01	1.498918317781e+10	4.558515645023e-01	3.442521868584e-01	6.246958900673e-01	4.144513556115e+01	5.000000000000e+01
WALLABY J132148-131222	NGC5044 Kin TR3	5	3	mass1|screen_ratio1	1.656078967179e+01	8.462012320330e-01	2.400000000003e+00	1.399283210493e+10	9.335286612317e-01	3.770962730825e-01	7.111383238768e-12	5.926152698974e-02	6.028271937388e+01	1.318344381001e-01	4.906779929315e-02	4.964766439471e-01	6.827252834873e-01	1.498918317781e+10	4.558515645023e-01	3.442521868584e-01	6.246958900673e-01	4.144513556115e+01	5.000000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	0	3	mass3|screen_ratio1	3.192574573421e+00	5.272407732864e-02	3.150000000000e+00	7.550757605295e+09	4.123340437535e-02	1.607776099309e+00	1.032568735963e-10	8.604739466359e-01	1.008568229577e+02	8.736821560373e-01	1.222965190732e-01	1.734726341694e-01	1.087162534190e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	1	3	mass3|screen_ratio1	9.564953421970e+00	1.579613356766e-01	4.160000000000e+00	4.407203047069e+10	2.406698703672e-01	1.369975012793e+00	6.714410421776e-11	5.595342018147e-01	1.407734144299e+02	8.121253805975e-01	2.074813347189e-01	5.869045951576e-01	1.869524209571e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	2	3	mass3|screen_ratio1	1.594158903662e+01	2.632688927944e-01	5.479999999999e+00	8.385527582592e+10	4.579194139025e-01	1.087041008070e+00	4.599151513755e-11	3.832626261462e-01	1.504111167454e+02	7.370767220043e-01	2.699024919020e-01	8.094507276693e-01	2.957391850457e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	3	3	mass3|screen_ratio1	2.231396788517e+01	3.685061511423e-01	5.540000000000e+00	1.163399737541e+11	6.353128299942e-01	8.405365061223e-01	3.256761067361e-11	2.713967556134e-01	1.497464802795e+02	6.477886384347e-01	2.657916256472e-01	8.540625201342e-01	4.081846832027e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	4	3	mass3|screen_ratio1	2.868634673371e+01	4.737434094903e-01	4.699999999999e+00	1.401459972637e+11	7.653134796311e-01	6.344231801830e-01	2.373781577131e-11	1.978151314276e-01	1.449550238823e+02	5.464841473722e-01	2.353161285011e-01	7.917233621940e-01	5.183589447925e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	5	3	mass3|screen_ratio1	3.505872558226e+01	5.789806678383e-01	3.439999999999e+00	1.564700938014e+11	8.544565972876e-01	4.602162155846e-01	1.774392268324e-11	1.478660223604e-01	1.385473276398e+02	4.364535620713e-01	1.921785739434e-01	6.797613625488e-01	6.258733580654e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	6	3	mass3|screen_ratio1	4.143536119691e+01	6.842882249560e-01	2.100000000000e+00	1.668972198434e+11	9.113973609878e-01	3.302279503593e-01	1.354931650844e-11	1.129109709037e-01	1.316192861571e+02	3.212029960073e-01	1.423269960149e-01	5.582649015799e-01	7.165702605972e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133314-160715	NGC5044 Kin TR3	7	3	mass3|screen_ratio1	4.780774004546e+01	7.895254833040e-01	1.520000000000e+00	1.737785915337e+11	9.489753626130e-01	2.374248940349e-01	1.059766990127e-11	8.831391584393e-02	1.250344170755e+02	2.070975768392e-01	9.171688336156e-02	4.370414338905e-01	7.877695071077e-01	1.831223426657e+11	1.387873912506e-01	2.615952056238e-01	5.222788390900e-01	8.780210344215e+01	6.400000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	0	0	mass2|screen_ratio0	2.407191581906e+00	7.664009809932e-02	1.456000000000e+01	1.949162370383e+09	1.212001525137e-01	1.045085766227e+00	4.688535947267e-11	3.907113289389e-01	5.901320824756e+01	9.075544762889e-01	2.252325008500e-01	3.356711654077e-01	3.135919008799e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	1	0	mass2|screen_ratio0	7.240832278373e+00	2.305334150828e-01	1.327000000000e+01	7.789635714062e+09	4.843644895448e-01	7.574439723124e-01	2.070859887598e-11	1.725716572998e-01	6.802129166211e+01	8.022524562074e-01	3.550591949129e-01	7.799936714773e-01	4.506187759983e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	2	0	mass2|screen_ratio0	1.207447297484e+01	3.844267320662e-01	1.015000000000e+01	1.071689129400e+10	6.663830982179e-01	5.446390499430e-01	1.024573222934e-11	8.538110191117e-02	6.178468904240e+01	6.369690483320e-01	2.683229239256e-01	8.446617225839e-01	5.719321764276e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	3	0	mass2|screen_ratio0	1.690811367131e+01	5.383200490496e-01	6.860000000002e+00	1.264969319449e+10	7.865659463364e-01	4.724493505600e-01	6.167373041517e-12	5.139477534597e-02	5.672479840200e+01	4.615370747620e-01	1.873715158521e-01	7.816871899821e-01	6.178288946924e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	4	0	mass2|screen_ratio0	2.174175436777e+01	6.922133660331e-01	4.699999999999e+00	1.419185722935e+10	8.824586841947e-01	4.240262918875e-01	4.184664139010e-12	3.487220115841e-02	5.298499146261e+01	2.961912457786e-01	1.208158347219e-01	6.333843457022e-01	6.501471182001e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
WALLABY J133348-244525	NGC5044 Kin TR3	5	0	mass2|screen_ratio0	2.657539506424e+01	8.461066830165e-01	3.000000000000e+00	1.537013346327e+10	9.557246477820e-01	3.283300789936e-01	3.033393301826e-12	2.527827751522e-02	4.987460842971e+01	1.434703828212e-01	6.083697341242e-02	4.099804663751e-01	7.179694735243e-01	1.608217753821e+10	5.482059719522e-01	1.272109033313e-01	5.923075172678e-01	6.620252069886e+01	7.500000000000e+01
